"strainID"	"COG_category"	"frequency"
"P_oceani_4k5"	"L"	158
"P_okhotskensis_A1004"	"L"	156
"P_okhotskensis_MD17"	"L"	156
"P_pacificensis_NIBH-P2K6"	"L"	240
"P_phenylpyruvicus_ACAM535"	"L"	280
"P_piscatorii_T-3-2"	"L"	200
"P_priscuii_LFX-15B1"	"L"	132
"P_proteolyticus_116"	"L"	97
"P_pulmonis_ES2-W5a2"	"L"	290
"P_pulmonis_S-606"	"L"	123
"P_salsus_DD48"	"L"	141
"P_sanguinis_10070"	"L"	134
"P_sanguinis_13983"	"L"	163
"P_sanguinis_1501"	"L"	159
"P_sanguinis_92"	"L"	201
"P_sp_1044"	"L"	150
"P_sp_2pS"	"L"	126
"P_sp_72-O-c"	"L"	135
"P_sp_CMS30"	"L"	162
"P_sp_DD43"	"L"	131
"P_sp_H7-1"	"L"	180
"P_sp_H8-1"	"L"	208
"P_sp_HII-4"	"L"	225
"P_sp_IAM12030_72-O-c"	"L"	136
"P_sp_JCM18900"	"L"	103
"P_sp_JCM18902"	"L"	117
"P_sp_JCM18903"	"L"	170
"P_sp_NC44"	"L"	127
"P_sp_Pi2-1"	"L"	150
"P_sp_Pi2-51"	"L"	116
"P_sp_Pi2-52"	"L"	138
"P_submarinus_KMM225"	"L"	183
"P_urativorans_ACAM311"	"L"	135
"P_urativorans_ACAM534"	"L"	187
"P_vallis_CMS39"	"L"	113
"P_adeliensis_SJ14"	"L, U"	0
"P_aestuarii_SC35"	"L, U"	0
"P_alimentarius_JG100"	"L, U"	0
"P_alimentarius_JG102"	"L, U"	0
"P_aquaticus_CMS56"	"L, U"	0
"P_aquimaris_SW-210"	"L, U"	0
"P_arcticus_273-4"	"L, U"	0
"P_arenosus_R7"	"L, U"	0
"P_celer_SW-238"	"L, U"	0
"P_cibarius_JG-219"	"L, U"	0
"P_cibarius_JG-220"	"L, U"	0
"P_ciconiae_176-10"	"L, U"	0
"P_cryohalolentis_K5"	"L, U"	0
"P_faecalis_Iso-46"	"L, U"	0
"P_faecalis_PBFP-1"	"L, U"	0
"P_fjordensis_BSw21516B"	"L, U"	0
"P_fozii_NF23"	"L, U"	0
"P_frigidicola_ACAM304"	"L, U"	0
"P_frigidicola_ACAM309"	"L, U"	0
"P_fulvigenes_KC-40"	"L, U"	0
"P_glaciei_Blc20019"	"L, U"	0
"P_glacincola_1447"	"L, U"	0
"P_glacincola_ACAM483"	"L, U"	0
"P_immobilis_1159"	"L, U"	0
"P_immobilis_1184"	"L, U"	0
"P_immobilis_1347"	"L, U"	1
"P_immobilis_1555"	"L, U"	1
"P_immobilis_1617"	"L, U"	1
"P_immobilis_1745"	"L, U"	1
"P_immobilis_252"	"L, U"	0
"P_immobilis_A-11"	"L, U"	0
"P_immobilis_A-19"	"L, U"	0
"P_immobilis_A1007"	"L, U"	0
"P_immobilis_A1014"	"L, U"	0
"P_immobilis_A351"	"L, U"	0
"P_immobilis_A352"	"L, U"	0
"P_immobilis_Liston1000"	"L, U"	0
"P_immobilis_NC10"	"L, U"	0
"P_immobilis_NCIMB357"	"L, U"	0
"P_immobilis_NCIMB361"	"L, U"	0
"P_immobilis_NCIMB362"	"L, U"	0
"P_immobilis_S3"	"L, U"	0
"P_jeotgali_YKJ-103"	"L, U"	0
"P_luti_NF11"	"L, U"	0
"P_lutiphocae_IMMIBL-1110"	"L, U"	0
"P_marincola_KMM227"	"L, U"	0
"P_maritimus_Pi2-20"	"L, U"	0
"P_maritimus_Pi2-25"	"L, U"	0
"P_namhaensis_SW-242"	"L, U"	0
"P_nivimaris_88-2-7"	"L, U"	0
"P_oceani_4k5"	"L, U"	0
"P_okhotskensis_A1004"	"L, U"	0
"P_okhotskensis_MD17"	"L, U"	0
"P_pacificensis_NIBH-P2K6"	"L, U"	0
"P_phenylpyruvicus_ACAM535"	"L, U"	0
"P_piscatorii_T-3-2"	"L, U"	0
"P_priscuii_LFX-15B1"	"L, U"	0
"P_proteolyticus_116"	"L, U"	0
"P_pulmonis_ES2-W5a2"	"L, U"	0
"P_pulmonis_S-606"	"L, U"	0
"P_salsus_DD48"	"L, U"	0
"P_sanguinis_10070"	"L, U"	0
"P_sanguinis_13983"	"L, U"	0
"P_sanguinis_1501"	"L, U"	0
"P_sanguinis_92"	"L, U"	0
"P_sp_1044"	"L, U"	0
"P_sp_2pS"	"L, U"	0
"P_sp_72-O-c"	"L, U"	0
"P_sp_CMS30"	"L, U"	0
"P_sp_DD43"	"L, U"	0
"P_sp_H7-1"	"L, U"	0
"P_sp_H8-1"	"L, U"	1
"P_sp_HII-4"	"L, U"	0
"P_sp_IAM12030_72-O-c"	"L, U"	0
"P_sp_JCM18900"	"L, U"	0
"P_sp_JCM18902"	"L, U"	0
"P_sp_JCM18903"	"L, U"	0
"P_sp_NC44"	"L, U"	0
"P_sp_Pi2-1"	"L, U"	0
"P_sp_Pi2-51"	"L, U"	0
"P_sp_Pi2-52"	"L, U"	0
"P_submarinus_KMM225"	"L, U"	0
"P_urativorans_ACAM311"	"L, U"	0
"P_urativorans_ACAM534"	"L, U"	0
"P_vallis_CMS39"	"L, U"	0
"P_adeliensis_SJ14"	"M"	134
"P_aestuarii_SC35"	"M"	134
"P_alimentarius_JG100"	"M"	145
"P_alimentarius_JG102"	"M"	143
"P_aquaticus_CMS56"	"M"	141
"P_aquimaris_SW-210"	"M"	152
"P_arcticus_273-4"	"M"	135
"P_arenosus_R7"	"M"	154
"P_celer_SW-238"	"M"	133
"P_cibarius_JG-219"	"M"	145
"P_cibarius_JG-220"	"M"	164
"P_ciconiae_176-10"	"M"	115
"P_cryohalolentis_K5"	"M"	141
"P_faecalis_Iso-46"	"M"	137
"P_faecalis_PBFP-1"	"M"	137
"P_fjordensis_BSw21516B"	"M"	160
"P_fozii_NF23"	"M"	155
"P_frigidicola_ACAM304"	"M"	155
"P_frigidicola_ACAM309"	"M"	144
"P_fulvigenes_KC-40"	"M"	146
"P_glaciei_Blc20019"	"M"	138
"P_glacincola_1447"	"M"	167
"P_glacincola_ACAM483"	"M"	164
"P_immobilis_1159"	"M"	158
"P_immobilis_1184"	"M"	142
"P_immobilis_1347"	"M"	136
"P_immobilis_1555"	"M"	154
"P_immobilis_1617"	"M"	157
"P_immobilis_1745"	"M"	142
"P_immobilis_252"	"M"	163
"P_immobilis_A-11"	"M"	152
"P_immobilis_A-19"	"M"	168
"P_immobilis_A1007"	"M"	164
"P_immobilis_A1014"	"M"	161
"P_immobilis_A351"	"M"	165
"P_immobilis_A352"	"M"	146
"P_immobilis_Liston1000"	"M"	134
"P_immobilis_NC10"	"M"	160
"P_immobilis_NCIMB357"	"M"	147
"P_immobilis_NCIMB361"	"M"	149
"P_immobilis_NCIMB362"	"M"	149
"P_immobilis_S3"	"M"	148
"P_jeotgali_YKJ-103"	"M"	146
"P_luti_NF11"	"M"	136
"P_lutiphocae_IMMIBL-1110"	"M"	137
"P_marincola_KMM227"	"M"	132
"P_maritimus_Pi2-20"	"M"	150
"P_maritimus_Pi2-25"	"M"	136
"P_namhaensis_SW-242"	"M"	130
"P_nivimaris_88-2-7"	"M"	152
"P_oceani_4k5"	"M"	135
"P_okhotskensis_A1004"	"M"	170
"P_okhotskensis_MD17"	"M"	157
"P_pacificensis_NIBH-P2K6"	"M"	133
"P_phenylpyruvicus_ACAM535"	"M"	148
"P_piscatorii_T-3-2"	"M"	154
"P_priscuii_LFX-15B1"	"M"	138
"P_proteolyticus_116"	"M"	133
"P_pulmonis_ES2-W5a2"	"M"	147
"P_pulmonis_S-606"	"M"	150
"P_salsus_DD48"	"M"	142
"P_sanguinis_10070"	"M"	143
"P_sanguinis_13983"	"M"	147
"P_sanguinis_1501"	"M"	149
"P_sanguinis_92"	"M"	146
"P_sp_1044"	"M"	157
"P_sp_2pS"	"M"	149
"P_sp_72-O-c"	"M"	156
"P_sp_CMS30"	"M"	153
"P_sp_DD43"	"M"	144
"P_sp_H7-1"	"M"	140
"P_sp_H8-1"	"M"	147
"P_sp_HII-4"	"M"	145
"P_sp_IAM12030_72-O-c"	"M"	157
"P_sp_JCM18900"	"M"	144
"P_sp_JCM18902"	"M"	153
"P_sp_JCM18903"	"M"	156
"P_sp_NC44"	"M"	158
"P_sp_Pi2-1"	"M"	138
"P_sp_Pi2-51"	"M"	159
"P_sp_Pi2-52"	"M"	138
"P_submarinus_KMM225"	"M"	148
"P_urativorans_ACAM311"	"M"	137
"P_urativorans_ACAM534"	"M"	152
"P_vallis_CMS39"	"M"	152
"P_adeliensis_SJ14"	"M, U"	2
"P_aestuarii_SC35"	"M, U"	1
"P_alimentarius_JG100"	"M, U"	1
"P_alimentarius_JG102"	"M, U"	1
"P_aquaticus_CMS56"	"M, U"	1
"P_aquimaris_SW-210"	"M, U"	2
"P_arcticus_273-4"	"M, U"	1
"P_arenosus_R7"	"M, U"	2
"P_celer_SW-238"	"M, U"	2
"P_cibarius_JG-219"	"M, U"	1
"P_cibarius_JG-220"	"M, U"	1
"P_ciconiae_176-10"	"M, U"	1
"P_cryohalolentis_K5"	"M, U"	2
"P_faecalis_Iso-46"	"M, U"	1
"P_faecalis_PBFP-1"	"M, U"	1
"P_fjordensis_BSw21516B"	"M, U"	1
"P_fozii_NF23"	"M, U"	1
"P_frigidicola_ACAM304"	"M, U"	1
"P_frigidicola_ACAM309"	"M, U"	1
"P_fulvigenes_KC-40"	"M, U"	1
"P_glaciei_Blc20019"	"M, U"	2
"P_glacincola_1447"	"M, U"	2
"P_glacincola_ACAM483"	"M, U"	2
"P_immobilis_1159"	"M, U"	2
"P_immobilis_1184"	"M, U"	2
"P_immobilis_1347"	"M, U"	1
"P_immobilis_1555"	"M, U"	2
"P_immobilis_1617"	"M, U"	2
"P_immobilis_1745"	"M, U"	1
"P_immobilis_252"	"M, U"	2
"P_immobilis_A-11"	"M, U"	2
"P_immobilis_A-19"	"M, U"	2
"P_immobilis_A1007"	"M, U"	2
"P_immobilis_A1014"	"M, U"	1
"P_immobilis_A351"	"M, U"	2
"P_immobilis_A352"	"M, U"	1
"P_immobilis_Liston1000"	"M, U"	2
"P_immobilis_NC10"	"M, U"	1
"P_immobilis_NCIMB357"	"M, U"	1
"P_immobilis_NCIMB361"	"M, U"	2
"P_immobilis_NCIMB362"	"M, U"	2
"P_immobilis_S3"	"M, U"	2
"P_jeotgali_YKJ-103"	"M, U"	1
"P_luti_NF11"	"M, U"	1
"P_lutiphocae_IMMIBL-1110"	"M, U"	1
"P_marincola_KMM227"	"M, U"	2
"P_maritimus_Pi2-20"	"M, U"	2
"P_maritimus_Pi2-25"	"M, U"	1
"P_namhaensis_SW-242"	"M, U"	2
"P_nivimaris_88-2-7"	"M, U"	3
"P_oceani_4k5"	"M, U"	1
"P_okhotskensis_A1004"	"M, U"	3
"P_okhotskensis_MD17"	"M, U"	1
"P_pacificensis_NIBH-P2K6"	"M, U"	3
"P_phenylpyruvicus_ACAM535"	"M, U"	1
"P_piscatorii_T-3-2"	"M, U"	1
"P_priscuii_LFX-15B1"	"M, U"	2
"P_proteolyticus_116"	"M, U"	2
"P_pulmonis_ES2-W5a2"	"M, U"	2
"P_pulmonis_S-606"	"M, U"	1
"P_salsus_DD48"	"M, U"	2
"P_sanguinis_10070"	"M, U"	2
"P_sanguinis_13983"	"M, U"	2
"P_sanguinis_1501"	"M, U"	2
"P_sanguinis_92"	"M, U"	2
"P_sp_1044"	"M, U"	1
"P_sp_2pS"	"M, U"	2
"P_sp_72-O-c"	"M, U"	1
"P_sp_CMS30"	"M, U"	1
"P_sp_DD43"	"M, U"	2
"P_sp_H7-1"	"M, U"	2
"P_sp_H8-1"	"M, U"	1
"P_sp_HII-4"	"M, U"	1
"P_sp_IAM12030_72-O-c"	"M, U"	1
"P_sp_JCM18900"	"M, U"	2
"P_sp_JCM18902"	"M, U"	2
"P_sp_JCM18903"	"M, U"	2
"P_sp_NC44"	"M, U"	1
"P_sp_Pi2-1"	"M, U"	2
"P_sp_Pi2-51"	"M, U"	2
"P_sp_Pi2-52"	"M, U"	2
"P_submarinus_KMM225"	"M, U"	2
"P_urativorans_ACAM311"	"M, U"	1
"P_urativorans_ACAM534"	"M, U"	1
"P_vallis_CMS39"	"M, U"	1
"P_adeliensis_SJ14"	"N"	0
"P_aestuarii_SC35"	"N"	0
"P_alimentarius_JG100"	"N"	1
"P_alimentarius_JG102"	"N"	1
"P_aquaticus_CMS56"	"N"	0
"P_aquimaris_SW-210"	"N"	1
"P_arcticus_273-4"	"N"	1
"P_arenosus_R7"	"N"	1
"P_celer_SW-238"	"N"	0
"P_cibarius_JG-219"	"N"	0
"P_cibarius_JG-220"	"N"	0
"P_ciconiae_176-10"	"N"	0
"P_cryohalolentis_K5"	"N"	0
"P_faecalis_Iso-46"	"N"	0
"P_faecalis_PBFP-1"	"N"	0
"P_fjordensis_BSw21516B"	"N"	1
"P_fozii_NF23"	"N"	1
"P_frigidicola_ACAM304"	"N"	0
"P_frigidicola_ACAM309"	"N"	1
"P_fulvigenes_KC-40"	"N"	0
"P_glaciei_Blc20019"	"N"	1
"P_glacincola_1447"	"N"	0
"P_glacincola_ACAM483"	"N"	1
"P_immobilis_1159"	"N"	0
"P_immobilis_1184"	"N"	1
"P_immobilis_1347"	"N"	1
"P_immobilis_1555"	"N"	0
"P_immobilis_1617"	"N"	0
"P_immobilis_1745"	"N"	0
"P_immobilis_252"	"N"	0
"P_immobilis_A-11"	"N"	1
"P_immobilis_A-19"	"N"	0
"P_immobilis_A1007"	"N"	1
"P_immobilis_A1014"	"N"	0
"P_immobilis_A351"	"N"	0
"P_immobilis_A352"	"N"	1
"P_immobilis_Liston1000"	"N"	1
"P_immobilis_NC10"	"N"	2
"P_immobilis_NCIMB357"	"N"	0
"P_immobilis_NCIMB361"	"N"	0
"P_immobilis_NCIMB362"	"N"	0
"P_immobilis_S3"	"N"	1
"P_jeotgali_YKJ-103"	"N"	1
"P_luti_NF11"	"N"	0
"P_lutiphocae_IMMIBL-1110"	"N"	1
"P_marincola_KMM227"	"N"	0
"P_maritimus_Pi2-20"	"N"	0
"P_maritimus_Pi2-25"	"N"	0
"P_namhaensis_SW-242"	"N"	0
"P_nivimaris_88-2-7"	"N"	0
"P_oceani_4k5"	"N"	1
"P_okhotskensis_A1004"	"N"	1
"P_okhotskensis_MD17"	"N"	1
"P_pacificensis_NIBH-P2K6"	"N"	0
"P_phenylpyruvicus_ACAM535"	"N"	0
"P_piscatorii_T-3-2"	"N"	2
"P_priscuii_LFX-15B1"	"N"	0
"P_proteolyticus_116"	"N"	0
"P_pulmonis_ES2-W5a2"	"N"	0
"P_pulmonis_S-606"	"N"	0
"P_salsus_DD48"	"N"	2
"P_sanguinis_10070"	"N"	0
"P_sanguinis_13983"	"N"	1
"P_sanguinis_1501"	"N"	0
"P_sanguinis_92"	"N"	0
"P_sp_1044"	"N"	1
"P_sp_2pS"	"N"	0
"P_sp_72-O-c"	"N"	0
"P_sp_CMS30"	"N"	0
"P_sp_DD43"	"N"	0
"P_sp_H7-1"	"N"	0
"P_sp_H8-1"	"N"	0
"P_sp_HII-4"	"N"	1
"P_sp_IAM12030_72-O-c"	"N"	0
"P_sp_JCM18900"	"N"	0
"P_sp_JCM18902"	"N"	0
"P_sp_JCM18903"	"N"	1
"P_sp_NC44"	"N"	0
"P_sp_Pi2-1"	"N"	2
"P_sp_Pi2-51"	"N"	1
"P_sp_Pi2-52"	"N"	0
"P_submarinus_KMM225"	"N"	0
"P_urativorans_ACAM311"	"N"	0
"P_urativorans_ACAM534"	"N"	1
"P_vallis_CMS39"	"N"	0
"P_adeliensis_SJ14"	"N, O, U"	1
"P_aestuarii_SC35"	"N, O, U"	1
"P_alimentarius_JG100"	"N, O, U"	1
"P_alimentarius_JG102"	"N, O, U"	1
"P_aquaticus_CMS56"	"N, O, U"	1
"P_aquimaris_SW-210"	"N, O, U"	1
"P_arcticus_273-4"	"N, O, U"	1
"P_arenosus_R7"	"N, O, U"	1
"P_celer_SW-238"	"N, O, U"	1
"P_cibarius_JG-219"	"N, O, U"	1
"P_cibarius_JG-220"	"N, O, U"	1
"P_ciconiae_176-10"	"N, O, U"	1
"P_cryohalolentis_K5"	"N, O, U"	1
"P_faecalis_Iso-46"	"N, O, U"	1
"P_faecalis_PBFP-1"	"N, O, U"	1
"P_fjordensis_BSw21516B"	"N, O, U"	1
"P_fozii_NF23"	"N, O, U"	1
"P_frigidicola_ACAM304"	"N, O, U"	1
"P_frigidicola_ACAM309"	"N, O, U"	1
"P_fulvigenes_KC-40"	"N, O, U"	1
"P_glaciei_Blc20019"	"N, O, U"	1
"P_glacincola_1447"	"N, O, U"	1
"P_glacincola_ACAM483"	"N, O, U"	1
"P_immobilis_1159"	"N, O, U"	1
"P_immobilis_1184"	"N, O, U"	1
"P_immobilis_1347"	"N, O, U"	1
"P_immobilis_1555"	"N, O, U"	1
"P_immobilis_1617"	"N, O, U"	1
"P_immobilis_1745"	"N, O, U"	1
"P_immobilis_252"	"N, O, U"	1
"P_immobilis_A-11"	"N, O, U"	1
"P_immobilis_A-19"	"N, O, U"	1
"P_immobilis_A1007"	"N, O, U"	1
"P_immobilis_A1014"	"N, O, U"	1
"P_immobilis_A351"	"N, O, U"	1
"P_immobilis_A352"	"N, O, U"	1
"P_immobilis_Liston1000"	"N, O, U"	1
"P_immobilis_NC10"	"N, O, U"	1
"P_immobilis_NCIMB357"	"N, O, U"	1
"P_immobilis_NCIMB361"	"N, O, U"	1
"P_immobilis_NCIMB362"	"N, O, U"	1
"P_immobilis_S3"	"N, O, U"	1
"P_jeotgali_YKJ-103"	"N, O, U"	1
"P_luti_NF11"	"N, O, U"	1
"P_lutiphocae_IMMIBL-1110"	"N, O, U"	1
"P_marincola_KMM227"	"N, O, U"	1
"P_maritimus_Pi2-20"	"N, O, U"	1
"P_maritimus_Pi2-25"	"N, O, U"	1
"P_namhaensis_SW-242"	"N, O, U"	1
"P_nivimaris_88-2-7"	"N, O, U"	1
"P_oceani_4k5"	"N, O, U"	1
"P_okhotskensis_A1004"	"N, O, U"	1
"P_okhotskensis_MD17"	"N, O, U"	1
"P_pacificensis_NIBH-P2K6"	"N, O, U"	1
"P_phenylpyruvicus_ACAM535"	"N, O, U"	1
"P_piscatorii_T-3-2"	"N, O, U"	1
"P_priscuii_LFX-15B1"	"N, O, U"	1
"P_proteolyticus_116"	"N, O, U"	1
"P_pulmonis_ES2-W5a2"	"N, O, U"	1
"P_pulmonis_S-606"	"N, O, U"	1
"P_salsus_DD48"	"N, O, U"	1
"P_sanguinis_10070"	"N, O, U"	1
"P_sanguinis_13983"	"N, O, U"	1
"P_sanguinis_1501"	"N, O, U"	1
"P_sanguinis_92"	"N, O, U"	1
"P_sp_1044"	"N, O, U"	1
"P_sp_2pS"	"N, O, U"	1
"P_sp_72-O-c"	"N, O, U"	1
"P_sp_CMS30"	"N, O, U"	1
"P_sp_DD43"	"N, O, U"	1
"P_sp_H7-1"	"N, O, U"	1
"P_sp_H8-1"	"N, O, U"	1
"P_sp_HII-4"	"N, O, U"	1
"P_sp_IAM12030_72-O-c"	"N, O, U"	1
"P_sp_JCM18900"	"N, O, U"	1
"P_sp_JCM18902"	"N, O, U"	1
"P_sp_JCM18903"	"N, O, U"	1
"P_sp_NC44"	"N, O, U"	1
"P_sp_Pi2-1"	"N, O, U"	1
"P_sp_Pi2-51"	"N, O, U"	1
"P_sp_Pi2-52"	"N, O, U"	1
"P_submarinus_KMM225"	"N, O, U"	1
"P_urativorans_ACAM311"	"N, O, U"	1
"P_urativorans_ACAM534"	"N, O, U"	1
"P_vallis_CMS39"	"N, O, U"	1
"P_adeliensis_SJ14"	"N, P, T, U"	1
"P_aestuarii_SC35"	"N, P, T, U"	1
"P_alimentarius_JG100"	"N, P, T, U"	1
"P_alimentarius_JG102"	"N, P, T, U"	1
"P_aquaticus_CMS56"	"N, P, T, U"	1
"P_aquimaris_SW-210"	"N, P, T, U"	1
"P_arcticus_273-4"	"N, P, T, U"	0
"P_arenosus_R7"	"N, P, T, U"	1
"P_celer_SW-238"	"N, P, T, U"	1
"P_cibarius_JG-219"	"N, P, T, U"	1
"P_cibarius_JG-220"	"N, P, T, U"	1
"P_ciconiae_176-10"	"N, P, T, U"	1
"P_cryohalolentis_K5"	"N, P, T, U"	1
"P_faecalis_Iso-46"	"N, P, T, U"	1
"P_faecalis_PBFP-1"	"N, P, T, U"	1
"P_fjordensis_BSw21516B"	"N, P, T, U"	2
"P_fozii_NF23"	"N, P, T, U"	1
"P_frigidicola_ACAM304"	"N, P, T, U"	1
"P_frigidicola_ACAM309"	"N, P, T, U"	1
"P_fulvigenes_KC-40"	"N, P, T, U"	1
"P_glaciei_Blc20019"	"N, P, T, U"	1
"P_glacincola_1447"	"N, P, T, U"	1
"P_glacincola_ACAM483"	"N, P, T, U"	0
"P_immobilis_1159"	"N, P, T, U"	1
"P_immobilis_1184"	"N, P, T, U"	1
"P_immobilis_1347"	"N, P, T, U"	2
"P_immobilis_1555"	"N, P, T, U"	1
"P_immobilis_1617"	"N, P, T, U"	1
"P_immobilis_1745"	"N, P, T, U"	1
"P_immobilis_252"	"N, P, T, U"	1
"P_immobilis_A-11"	"N, P, T, U"	1
"P_immobilis_A-19"	"N, P, T, U"	1
"P_immobilis_A1007"	"N, P, T, U"	1
"P_immobilis_A1014"	"N, P, T, U"	1
"P_immobilis_A351"	"N, P, T, U"	1
"P_immobilis_A352"	"N, P, T, U"	1
"P_immobilis_Liston1000"	"N, P, T, U"	1
"P_immobilis_NC10"	"N, P, T, U"	1
"P_immobilis_NCIMB357"	"N, P, T, U"	1
"P_immobilis_NCIMB361"	"N, P, T, U"	1
"P_immobilis_NCIMB362"	"N, P, T, U"	1
"P_immobilis_S3"	"N, P, T, U"	1
"P_jeotgali_YKJ-103"	"N, P, T, U"	1
"P_luti_NF11"	"N, P, T, U"	1
"P_lutiphocae_IMMIBL-1110"	"N, P, T, U"	1
"P_marincola_KMM227"	"N, P, T, U"	1
"P_maritimus_Pi2-20"	"N, P, T, U"	1
"P_maritimus_Pi2-25"	"N, P, T, U"	1
"P_namhaensis_SW-242"	"N, P, T, U"	1
"P_nivimaris_88-2-7"	"N, P, T, U"	1
"P_oceani_4k5"	"N, P, T, U"	1
"P_okhotskensis_A1004"	"N, P, T, U"	1
"P_okhotskensis_MD17"	"N, P, T, U"	1
"P_pacificensis_NIBH-P2K6"	"N, P, T, U"	1
"P_phenylpyruvicus_ACAM535"	"N, P, T, U"	1
"P_piscatorii_T-3-2"	"N, P, T, U"	1
"P_priscuii_LFX-15B1"	"N, P, T, U"	1
"P_proteolyticus_116"	"N, P, T, U"	1
"P_pulmonis_ES2-W5a2"	"N, P, T, U"	1
"P_pulmonis_S-606"	"N, P, T, U"	1
"P_salsus_DD48"	"N, P, T, U"	1
"P_sanguinis_10070"	"N, P, T, U"	1
"P_sanguinis_13983"	"N, P, T, U"	1
"P_sanguinis_1501"	"N, P, T, U"	1
"P_sanguinis_92"	"N, P, T, U"	1
"P_sp_1044"	"N, P, T, U"	1
"P_sp_2pS"	"N, P, T, U"	1
"P_sp_72-O-c"	"N, P, T, U"	0
"P_sp_CMS30"	"N, P, T, U"	1
"P_sp_DD43"	"N, P, T, U"	1
"P_sp_H7-1"	"N, P, T, U"	1
"P_sp_H8-1"	"N, P, T, U"	1
"P_sp_HII-4"	"N, P, T, U"	1
"P_sp_IAM12030_72-O-c"	"N, P, T, U"	0
"P_sp_JCM18900"	"N, P, T, U"	1
"P_sp_JCM18902"	"N, P, T, U"	1
"P_sp_JCM18903"	"N, P, T, U"	1
"P_sp_NC44"	"N, P, T, U"	1
"P_sp_Pi2-1"	"N, P, T, U"	1
"P_sp_Pi2-51"	"N, P, T, U"	1
"P_sp_Pi2-52"	"N, P, T, U"	1
"P_submarinus_KMM225"	"N, P, T, U"	1
"P_urativorans_ACAM311"	"N, P, T, U"	2
"P_urativorans_ACAM534"	"N, P, T, U"	0
"P_vallis_CMS39"	"N, P, T, U"	1
"P_adeliensis_SJ14"	"N, T"	3
"P_aestuarii_SC35"	"N, T"	3
"P_alimentarius_JG100"	"N, T"	3
"P_alimentarius_JG102"	"N, T"	3
"P_aquaticus_CMS56"	"N, T"	3
"P_aquimaris_SW-210"	"N, T"	3
"P_arcticus_273-4"	"N, T"	2
"P_arenosus_R7"	"N, T"	3
"P_celer_SW-238"	"N, T"	3
"P_cibarius_JG-219"	"N, T"	3
"P_cibarius_JG-220"	"N, T"	3
"P_ciconiae_176-10"	"N, T"	3
"P_cryohalolentis_K5"	"N, T"	3
"P_faecalis_Iso-46"	"N, T"	4
"P_faecalis_PBFP-1"	"N, T"	1
"P_fjordensis_BSw21516B"	"N, T"	3
"P_fozii_NF23"	"N, T"	3
"P_frigidicola_ACAM304"	"N, T"	3
"P_frigidicola_ACAM309"	"N, T"	1
"P_fulvigenes_KC-40"	"N, T"	2
"P_glaciei_Blc20019"	"N, T"	3
"P_glacincola_1447"	"N, T"	3
"P_glacincola_ACAM483"	"N, T"	3
"P_immobilis_1159"	"N, T"	3
"P_immobilis_1184"	"N, T"	1
"P_immobilis_1347"	"N, T"	1
"P_immobilis_1555"	"N, T"	3
"P_immobilis_1617"	"N, T"	3
"P_immobilis_1745"	"N, T"	3
"P_immobilis_252"	"N, T"	3
"P_immobilis_A-11"	"N, T"	3
"P_immobilis_A-19"	"N, T"	3
"P_immobilis_A1007"	"N, T"	3
"P_immobilis_A1014"	"N, T"	3
"P_immobilis_A351"	"N, T"	3
"P_immobilis_A352"	"N, T"	3
"P_immobilis_Liston1000"	"N, T"	3
"P_immobilis_NC10"	"N, T"	3
"P_immobilis_NCIMB357"	"N, T"	4
"P_immobilis_NCIMB361"	"N, T"	3
"P_immobilis_NCIMB362"	"N, T"	3
"P_immobilis_S3"	"N, T"	3
"P_jeotgali_YKJ-103"	"N, T"	1
"P_luti_NF11"	"N, T"	3
"P_lutiphocae_IMMIBL-1110"	"N, T"	1
"P_marincola_KMM227"	"N, T"	3
"P_maritimus_Pi2-20"	"N, T"	3
"P_maritimus_Pi2-25"	"N, T"	3
"P_namhaensis_SW-242"	"N, T"	3
"P_nivimaris_88-2-7"	"N, T"	3
"P_oceani_4k5"	"N, T"	3
"P_okhotskensis_A1004"	"N, T"	3
"P_okhotskensis_MD17"	"N, T"	3
"P_pacificensis_NIBH-P2K6"	"N, T"	3
"P_phenylpyruvicus_ACAM535"	"N, T"	0
"P_piscatorii_T-3-2"	"N, T"	3
"P_priscuii_LFX-15B1"	"N, T"	3
"P_proteolyticus_116"	"N, T"	3
"P_pulmonis_ES2-W5a2"	"N, T"	4
"P_pulmonis_S-606"	"N, T"	3
"P_salsus_DD48"	"N, T"	1
"P_sanguinis_10070"	"N, T"	0
"P_sanguinis_13983"	"N, T"	0
"P_sanguinis_1501"	"N, T"	0
"P_sanguinis_92"	"N, T"	0
"P_sp_1044"	"N, T"	3
"P_sp_2pS"	"N, T"	3
"P_sp_72-O-c"	"N, T"	3
"P_sp_CMS30"	"N, T"	3
"P_sp_DD43"	"N, T"	3
"P_sp_H7-1"	"N, T"	1
"P_sp_H8-1"	"N, T"	2
"P_sp_HII-4"	"N, T"	3
"P_sp_IAM12030_72-O-c"	"N, T"	3
"P_sp_JCM18900"	"N, T"	3
"P_sp_JCM18902"	"N, T"	3
"P_sp_JCM18903"	"N, T"	3
"P_sp_NC44"	"N, T"	3
"P_sp_Pi2-1"	"N, T"	3
"P_sp_Pi2-51"	"N, T"	3
"P_sp_Pi2-52"	"N, T"	3
"P_submarinus_KMM225"	"N, T"	1
"P_urativorans_ACAM311"	"N, T"	1
"P_urativorans_ACAM534"	"N, T"	1
"P_vallis_CMS39"	"N, T"	3
"P_adeliensis_SJ14"	"N, U"	10
